Time,AccX,AccY,AccZ,AngleX,AngleY,AngleZ,GyroX,GyroY,GyroZ,MagX,MagY,MagZ
15.801243637,0.147,-0.3394,0.9746,-18.479,-7.13,10.432,0.1221,-0.9766,0.4883,-18554,3708,-1589
15.901243711,0.1167,-0.2793,0.9014,-18.484,-7.125,10.475,0.4883,0.5493,0.7324,-18512,3786,-1602
16.001243748,0.0942,-0.3066,0.939,-18.484,-7.125,10.514,0.0,0.061,0.3662,-18500,3810,-1534
16.101243841,0.0933,-0.2856,0.9009,-18.479,-7.125,10.558,0.6714,0.5493,0.7935,-18513,3782,-1542
16.201243952,0.0923,-0.2642,0.938,-18.49,-7.125,10.596,-0.3662,-0.2441,0.061,-18541,3713,-1519
16.301244026,0.1294,-0.3579,0.958,-18.479,-7.119,10.64,-0.5493,-0.7935,0.2441,-18540,3679,-1515
16.401244063,0.1104,-0.3184,0.9609,-18.484,-7.119,10.679,-0.6714,-1.2817,-0.1221,-18528,3705,-1539
16.5012441,0.124,-0.3916,0.998,-18.49,-7.125,10.717,-0.8545,-1.709,0.0,-18546,3694,-1543
16.601244174,0.1182,-0.3027,0.9634,-18.49,-7.13,10.761,-0.061,-0.9766,0.2441,-18521,3724,-1558
16.701244211,0.1411,-0.3823,1.0166,-18.495,-7.13,10.8,-0.6104,-1.4038,0.061,-18515,3762,-1548
16.801244248,0.1011,-0.2988,0.9707,-18.49,-7.136,10.849,-0.061,-0.7324,0.2441,-18515,3794,-1544
16.901244266,0.124,-0.3184,0.9873,-18.49,-7.136,10.887,0.1221,-0.4883,0.3662,-18534,3806,-1550
17.00124434,0.0688,-0.2979,0.9053,-18.495,-7.141,10.931,0.1221,0.1221,0.4272,-18523,3769,-1510
17.101244359,0.1152,-0.3188,0.939,-18.484,-7.119,10.97,-0.7935,-0.7324,0.1221,-18520,3730,-1528
17.201244359,0.1284,-0.3555,0.9653,-18.484,-7.119,11.014,-1.0376,-1.0986,0.061,-18538,3696,-1528
17.301244488,0.0874,-0.3145,0.979,-18.49,-7.119,11.058,-1.0376,-1.6479,-0.1831,-18538,3722,-1548
17.401244581,0.1313,-0.3228,0.936,-18.479,-7.114,11.107,0.3662,-0.3662,0.4272,-18555,3696,-1548
17.501244655,0.0952,-0.3564,0.9341,-18.506,-7.141,11.14,-0.6714,-1.0986,0.0,-18544,3707,-1540
17.601244747,0.082,-0.2983,0.957,-18.495,-7.136,11.179,-0.1221,-0.061,0.2441,-18525,3767,-1541
17.701244784,0.1035,-0.2871,0.9473,-18.484,-7.141,11.234,0.6714,0.0,0.5493,-18529,3789,-1546
17.801244821,0.0825,-0.2729,0.8848,-18.495,-7.163,11.266,0.061,0.0,0.3662,-18519,3807,-1550
17.901244914,0.124,-0.3374,0.9478,-18.479,-7.136,11.31,0.1831,0.0,0.3662,-18526,3786,-1545
18.001244914,0.1079,-0.3218,0.9688,-18.506,-7.158,11.354,-0.9155,-1.2817,0.0,-18531,3708,-1509
18.101244969,0.1309,-0.3408,1.0112,-18.495,-7.163,11.393,-0.4883,-1.2817,0.2441,-18542,3671,-1498
18.201244988,0.1309,-0.3311,0.9932,-18.484,-7.158,11.442,-0.1221,-1.3428,0.1221,-18520,3646,-1497
18.301245006,0.1143,-0.2725,0.936,-18.484,-7.158,11.47,0.061,0.061,0.5493,-18493,3634,-1526
18.401245043,0.1055,-0.3027,0.9248,-18.479,-7.169,11.519,0.1221,0.3052,0.6104,-18455,3629,-1501
18.501245062,0.0654,-0.2627,0.8696,-18.479,-7.169,11.552,0.4272,0.1221,0.3662,-18434,3704,-1530
18.601245099,0.1167,-0.272,0.9365,-18.484,-7.147,11.607,-0.061,0.0,0.8545,-18425,3731,-1530
18.701245099,0.1323,-0.334,0.9409,-18.49,-7.119,11.651,-0.2441,-0.061,-0.061,-18409,3739,-1506
18.801245247,0.0913,-0.3174,1.001,-18.484,-7.13,11.667,-0.3052,-1.0376,0.2441,-18428,3722,-1518
18.901245265,0.1411,-0.3647,1.0112,-18.484,-7.152,11.755,0.1831,-2.2583,0.0,-18450,3671,-1493
19.001245339,0.1318,-0.2847,0.9766,-18.484,-7.191,11.777,0.0,0.061,0.0,-18421,3622,-1489
19.101245376,0.1201,-0.3447,1.0112,-18.49,-7.174,11.794,0.1831,-0.2441,0.5493,-18418,3608,-1488
19.201245506,0.1064,-0.2778,0.8613,-18.468,-7.147,11.86,-0.061,-0.4883,0.7935,-18412,3618,-1507
19.301245506,0.1274,-0.3096,0.9312,-18.501,-7.174,11.915,0.0,-0.3052,0.1831,-18406,3623,-1523
19.401245617,0.0918,-0.2891,0.8926,-18.484,-7.191,11.931,-0.6714,-0.061,0.0,-18398,3644,-1552
19.501245709,0.0884,-0.3477,0.9507,-18.484,-7.158,11.964,-1.0376,-1.6479,-0.1221,-18406,3707,-1539
19.601245783,0.1255,-0.3267,0.9712,-18.49,-7.158,12.025,0.1221,-1.0376,0.4272,-18409,3730,-1508
19.70124582,0.1426,-0.3154,1.002,-18.501,-7.169,12.068,-0.6714,-1.1597,0.061,-18396,3724,-1529
19.801245857,0.1313,-0.3477,1.0239,-18.49,-7.169,12.101,0.0,-0.9155,0.3662,-18404,3688,-1525
19.90124595,0.1147,-0.2886,0.9512,-18.49,-7.169,12.151,-0.1221,-0.3662,0.4883,-18445,3637,-1511
20.001246005,0.103,-0.3076,0.9292,-18.484,-7.18,12.195,0.3052,0.0,0.2441,-18469,3623,-1515
20.101246005,0.0962,-0.3081,0.9355,-18.49,-7.174,12.222,-0.4272,-0.3662,0.3662,-18478,3642,-1502
20.201246024,0.1489,-0.3125,0.9531,-18.484,-7.163,12.277,0.061,-0.6104,0.4272,-18497,3651,-1510
20.301246135,0.0894,-0.2705,1.0005,-18.495,-7.191,12.316,-0.9766,-0.9155,-0.5493,-18491,3676,-1532
20.401246153,0.1211,-0.334,0.9453,-18.501,-7.185,12.36,-0.061,-0.061,0.4883,-18468,3726,-1543
