Time,RawValue1,RawValue2
3.00057,16512,16000
3.002569,16480,15984
3.004238,16512,15968
3.005905,16496,15984
3.007574,16480,16000
3.009243,16464,16032
3.01091,16480,16016
3.01258,16496,16000
3.01425,16480,15984
3.015917,16512,15984
3.017679,16480,16032
3.019348,16464,16016
3.021017,16480,16016
3.022687,16496,16000
3.024355,16496,16016
3.026025,16480,16016
3.027692,16480,16000
3.029361,16496,15968
3.031031,16480,16032
3.0327,16464,16000
3.034417,16448,16000
3.036085,16464,16000
3.037755,16480,15984
3.039424,16480,16016
3.041093,16464,16000
3.04276,16496,16032
3.044427,16512,16016
3.046096,16480,16000
3.047764,16512,16016
3.049434,16512,16000
3.051179,16512,15968
3.052848,16496,16016
3.054517,16496,15984
3.056187,16480,15968
3.057857,16496,16016
3.059524,16480,16032
3.061191,16480,16016
3.062858,16480,16032
3.064528,16480,16016
3.066196,16464,16016
3.067913,16480,16000
3.069583,16480,16016
3.071251,16464,16016
3.072918,16512,16016
3.074585,16480,15968
3.076255,16496,16016
3.077922,16512,15984
3.079591,16496,16000
3.08126,16480,16000
3.082927,16512,16032
3.084644,16496,16032
3.086312,16480,16000
3.087982,16512,16000
3.089652,16496,16032
3.091319,16512,16000
3.092989,16480,16000
3.094657,16496,16016
3.096328,16480,15984
3.097995,16480,15968
3.099664,16512,16016
3.101406,16480,16000
3.103076,16496,16016
3.104744,16496,16032
3.106414,16480,16032
3.108081,16496,16000
3.109751,16496,16016
3.11142,16480,16016
3.113091,16496,15984
3.114758,16464,16048
3.116426,16448,16016
3.118158,16496,16016
3.119826,16496,16016
3.121493,16512,16000
3.123163,16512,16000
3.124832,16496,16000
3.126504,16512,16016
3.128175,16512,16016
3.129845,16496,15984
3.131516,16496,16000
3.133187,16496,16016
3.134994,16496,16000
3.136663,16496,15984
3.138335,16480,15984
3.140004,16496,16000
3.141674,16496,16016
3.143343,16512,15936
3.145011,16512,16000
3.146681,16496,16000
3.14835,16480,16016
3.150022,16512,16016
3.151868,16496,16016
3.153535,16496,16016
3.155207,16528,16016
3.156877,16464,15984
3.158548,16480,16016
3.160215,16528,15984
3.161886,16480,16000
3.163554,16512,16016
3.165222,16496,16000
3.166892,16512,16016
3.1687,16496,16000
3.170371,16496,16016
3.172041,16496,15968
3.173709,16496,16016
3.175379,16480,16000
3.177048,16496,15984
3.178719,16496,16000
3.180388,16496,16000
3.182059,16496,15968
3.18373,16480,16000
3.18554,16512,15984
3.187207,16496,15984
3.188878,16512,16000
3.190547,16512,16016
3.192217,16480,15968
3.193886,16512,15984
3.195556,16480,16032
3.197227,16496,16000
3.198897,16496,16016
3.200565,16512,16016
3.202403,16496,16000
3.204073,16512,16000
3.205742,16496,16000
3.207413,16512,16016
3.209081,16496,15984
3.210751,16496,16032
3.212421,16496,15984
3.214091,16512,15984
3.215761,16496,16000
3.217431,16496,16000
3.219242,16496,16000
3.220912,16496,16032
3.222579,16496,16000
3.224247,16464,16016
3.225914,16464,16000
3.227583,16496,16000
3.229251,16496,16000
3.230918,16496,16016
3.232588,16496,16048
3.234255,16496,16032
3.236038,16496,16000
3.237708,16480,16000
3.239375,16464,16016
3.241043,16512,16032
3.242711,16496,16016
3.244382,16480,16032
3.246052,16496,16016
3.247723,16496,16000
3.249395,16512,16032
3.251066,16496,16016
3.25288,16464,16016
3.25455,16496,16016
3.256221,16496,16016
3.25789,16480,16016
3.259559,16496,16000
3.261227,16480,16016
3.262898,16512,16016
3.264568,16464,16000
3.266237,16480,16032
3.267906,16496,16000
3.269688,16496,16000
3.271357,16480,16000
3.273026,16496,16000
3.274695,16496,16032
3.276366,16496,16000
3.278033,16496,16016
3.279703,16496,16016
3.281374,16512,16016
3.283044,16496,16016
3.284714,16480,16032
3.286503,16496,16016
3.288174,16496,16000
3.289842,16480,16016
3.291511,16480,16016
3.29318,16480,16032
3.294848,16512,16000
3.296515,16480,16016
3.298185,16512,16016
3.299854,16480,16016
3.301523,16464,16016
3.303345,16464,16016
3.305012,16496,16000
3.306681,16480,16000
3.308352,16496,16000
3.310021,16432,16016
3.311691,16464,15968
3.313358,16496,16000
3.315028,16480,16016
3.316696,16480,16016
3.318367,16480,16016
3.320155,16496,16016
3.321823,16448,16000
3.323491,16464,16000
3.325162,16464,16016
3.326833,16464,16048
3.328502,16496,16000
3.33017,16448,16016
3.33184,16480,16000
3.333509,16512,16048
3.335176,16512,16000
3.336977,16480,16016
3.338648,16464,16016
3.340319,16496,16016
3.341986,16480,16000
3.343657,16496,15968
3.345326,16464,16032
3.346994,16496,16016
3.348665,16480,16016
3.350336,16480,16016
3.352004,16432,15984
3.353833,16480,15984
3.355504,16464,16016
