Time,Lat,Long,Alt,Speed,Sats
15.801243637,,,,,
15.901243711,,,,0.19,
16.001243748,39.750963,-105.225195,1763.9,0.19,9
16.101243841,39.750963,-105.225195,1763.9,0.19,9
16.201243952,39.750963,-105.225195,1763.9,0.31,9
16.301244026,39.750963,-105.225195,1763.9,0.31,9
16.401244063,39.750963,-105.225195,1763.9,0.31,9
16.5012441,39.750961,-105.225196,1762.9,0.31,9
16.601244174,39.750961,-105.225196,1762.9,0.31,9
16.701244211,39.750961,-105.225196,1762.9,0.22,9
16.801244248,39.750973,-105.225235,1764.1,0.22,9
16.901244266,39.750973,-105.225235,1764.1,0.22,9
17.00124434,39.750973,-105.225235,1764.1,0.07,9
17.101244359,39.750975,-105.225241,1763.5,0.07,9
17.201244359,39.750975,-105.225241,1763.5,0.07,9
17.301244488,39.750975,-105.225241,1763.5,0.09,9
17.401244581,39.750971,-105.22524,1762.0,0.09,9
17.501244655,39.750971,-105.22524,1762.0,0.09,9
17.601244747,39.750971,-105.22524,1762.0,0.32,9
17.701244784,39.750966,-105.22524,1760.1,0.32,9
17.801244821,39.750966,-105.22524,1760.1,0.32,9
17.901244914,39.750966,-105.22524,1760.1,0.55,9
18.001244914,39.75099,-105.225255,1766.5,0.55,9
18.101244969,39.75099,-105.225255,1766.5,0.55,9
18.201244988,39.75099,-105.225255,1766.5,0.27,9
18.301245006,39.750971,-105.225231,1761.3,0.27,9
18.401245043,39.750971,-105.225231,1761.3,0.27,9
18.501245062,39.750971,-105.225231,1761.3,0.28,9
18.601245099,39.750976,-105.225248,1762.2,0.28,9
18.701245099,39.750976,-105.225248,1762.2,0.28,9
18.801245247,39.750976,-105.225248,1762.2,0.56,9
18.901245265,39.750971,-105.225243,1760.7,0.56,9
19.001245339,39.750971,-105.225243,1760.7,0.56,9
19.101245376,39.750971,-105.225243,1760.7,0.45,9
19.201245506,39.750986,-105.225251,1764.7,0.45,9
19.301245506,39.750986,-105.225251,1764.7,0.45,9
19.401245617,39.750986,-105.225251,1764.7,0.38,9
19.501245709,39.750978,-105.225243,1762.4,0.38,9
19.601245783,39.750978,-105.225243,1762.4,0.38,9
19.70124582,39.750978,-105.225243,1762.4,0.67,9
19.801245857,39.750988,-105.225245,1760.1,0.67,9
19.90124595,39.750988,-105.225245,1760.1,0.67,9
20.001246005,39.750988,-105.225245,1760.1,0.93,9
20.101246005,39.750981,-105.225265,1761.8,0.93,9
20.201246024,39.750981,-105.225265,1761.8,0.93,9
20.301246135,39.750981,-105.225265,1761.8,0.77,9
20.401246153,39.75098,-105.22526,1760.8,0.77,9
20.501246209,39.75098,-105.22526,1760.8,0.77,9
20.601246227,39.75098,-105.22526,1760.8,0.36,9
20.701246246,39.750985,-105.225248,1759.3,0.36,9
20.80124632,39.750985,-105.225248,1759.3,0.36,9
20.901246356,39.750985,-105.225248,1759.3,0.49,9
21.001246412,39.750985,-105.225243,1762.2,0.49,9
21.101246542,39.750985,-105.225243,1762.2,0.49,9
21.201246634,39.750985,-105.225243,1762.2,0.21,9
21.301246671,39.751001,-105.225215,1770.4,0.21,9
21.401246801,39.751001,-105.225215,1770.4,0.21,9
21.501246893,39.751001,-105.225215,1770.4,0.38,9
21.60124693,39.750971,-105.225209,1760.2,0.38,9
21.701247023,39.750971,-105.225209,1760.2,0.38,9
21.801247115,39.750971,-105.225209,1760.2,0.29,9
21.901247171,39.750971,-105.225211,1760.0,0.29,9
