Time,RawValue1,RawValue2
3534.553597594,0,4192
3534.555861264,0,4160
3534.557535366,0,4176
3534.559204596,0,4176
3534.560878512,0,4192
3534.562552761,0,4160
3534.564227233,0,4176
3534.565895408,0,4160
3534.567564176,0,4144
3534.569236074,0,4160
3534.570907508,16,4160
3534.572582628,16,4160
3534.574254914,0,4144
3534.575926608,16,4176
3534.57759945,0,4192
3534.57927231,0,4160
3534.580944911,0,4160
3534.582614179,0,4176
3534.58428128,16,4160
3534.585948752,0,4192
3534.587619038,16,4160
3534.589291177,0,4160
3534.590958463,16,4160
3534.592633953,0,4160
3534.594307702,0,4160
3534.595980303,0,4160
3534.597654164,0,4176
3534.599322784,0,4160
3534.600990644,0,4176
3534.602664967,0,4160
3534.604331791,0,4160
3534.606007077,16,4160
3534.607676512,0,4160
3534.609346983,0,4144
3534.611013918,0,4160
3534.612683075,0,4192
3534.614353361,0,4160
3534.616027833,0,4160
3534.61769523,32,4160
3534.61936935,32,4176
3534.621039747,0,4160
3534.622711997,16,4160
3534.62438032,16,4160
3534.626053144,0,4160
3534.627728504,0,4144
3534.629395494,16,4160
3534.631069484,0,4176
3534.632741696,0,4160
3534.634415112,0,4160
3534.63608251,0,4160
3534.637753333,0,4160
3534.639426416,16,4144
3534.641098776,0,4176
3534.642771914,0,4176
3534.644446478,0,4176
3534.646118968,0,4144
3534.647788144,0,4160
3534.649456893,32,4160
3534.651129531,0,4160
3534.652803114,0,4160
3534.654476363,16,4160
3534.656149001,16,4160
3534.657820788,0,4160
3534.6594955,0,4160
3534.661170638,16,4176
3534.662845535,0,4160
3534.664518803,16,4176
3534.666188978,0,4160
3534.667858672,16,4160
3534.669530384,0,4160
3534.671200819,0,4192
3534.672873975,0,4160
3534.674541743,0,4192
3534.676216567,32,4176
3534.677883761,0,4144
3534.679553714,0,4160
3534.681221889,0,4176
3534.68289512,0,4160
3534.684566147,0,4160
3534.686233767,0,4176
3534.687907442,16,4176
3534.689575043,0,4176
3534.6912487,0,4176
3534.692916394,16,4160
3534.694588995,16,4160
3534.696255967,0,4160
3534.69793029,0,4160
3534.69960278,0,4160
3534.701271603,0,4160
3534.702946149,0,4160
3534.704617139,0,4192
3534.706287314,0,4160
3534.707956971,0,4176
3534.709629443,0,4160
3534.711303229,16,4160
3534.712976608,0,4160
3534.714649431,16,4176
3534.716322791,0,4176
3534.71799617,16,4160
3534.719663772,0,4160
3534.721332595,0,4160
3534.723007048,0,4160
3534.724680575,0,4160
3534.726352269,16,4160
3534.728019574,0,4160
3534.72969349,16,4176
3534.731363943,0,4160
3534.733034507,0,4176
3534.734701293,16,4176
3534.736374283,0,4160
3534.738045848,0,4160
3534.739715801,0,4176
3534.741386439,0,4160
3534.743060281,0,4176
3534.744728197,16,4160
3534.746398928,0,4176
3534.748066325,0,4160
3534.749738519,0,4176
3534.751408731,0,4176
3534.753076296,32,4160
3534.754743767,0,4176
3534.75641722,16,4176
3534.758089988,0,4160
3534.759758811,0,4160
3534.761433783,0,4160
3534.763107958,16,4160
3534.7647773,0,4144
3534.766452475,16,4160
3534.768122965,0,4160
3534.769792141,16,4176
3534.771461834,0,4176
3534.773128602,0,4144
3534.774796167,0,4160
3534.776469453,0,4160
3534.778141147,0,4160
3534.779810137,16,4160
3534.781482219,0,4176
3534.783155098,0,4160
3534.784825663,0,4176
3534.786493708,0,4160
3534.788162421,0,4160
3534.789831726,32,4160
3534.791499716,0,4176
3534.793167984,16,4160
3534.794842751,0,4160
3534.796513186,0,4176
3534.798180843,0,4160
3534.799852814,0,4160
3534.801528008,0,4160
3534.803201998,0,4160
3534.804871025,0,4160
3534.806537904,0,4176
3534.808208431,0,4160
3534.809875811,0,4160
3534.811542597,0,4176
3534.813213013,0,4160
3534.814886429,0,4160
3534.816560012,16,4160
3534.818227613,0,4160
3534.819894566,16,4160
3534.821563315,16,4160
3534.823230732,16,4160
3534.824900055,0,4160
3534.826571916,0,4160
3534.828243683,0,4176
3534.829911951,16,4160
3534.831587219,0,4160
3534.833261209,0,4160
3534.83493168,16,4160
3534.836605115,0,4160
3534.838274975,0,4160
3534.839943614,0,4176
3534.8416169,32,4160
3534.843283946,48,4160
3534.844954269,0,4160
3534.846628148,0,4160
3534.848296416,16,4160
3534.849968406,0,4144
3534.851635822,16,4160
3534.853302812,0,4160
3534.854969506,0,4160
3534.856641922,16,4160
3534.858315542,0,4160
3534.859986828,0,4176
3534.861655337,32,4160
3534.863322809,32,4176
3534.864996688,16,4160
3534.866670066,16,4160
3534.868345297,0,4160
3534.870018176,0,4160
3534.871692129,0,4160
3534.87335886,16,4176
3534.875033368,0,4160
3534.876702377,16,4160
3534.878375626,0,4160
3534.880046616,16,4160
3534.881718588,0,4160
3534.883392096,0,4160
3534.885064086,0,4160
3534.886730947,0,4176
3534.888399882,0,4160
3534.890068335,0,4160
3534.891740158,16,4160
3534.893407037,0,4160
3534.895080601,16,4176
3534.89675585,0,4160
3534.898427063,16,4176
3534.900094608,0,4160
3534.901761414,0,4160
3534.903429756,0,4160
3534.905101246,16,4176
3534.906771069,16,4160
3534.908445041,0,4160
3534.910118919,0,4160
3534.911787835,0,4160
3534.913457177,16,4160
3534.915132593,0,4160
3534.916802602,0,4160
3534.918469981,32,4160
3534.920141193,16,4160
3534.921815535,48,4160
3534.923489432,0,4160
3534.925159626,16,4160
3534.926833579,16,4160
3534.928503254,0,4160
3534.930178337,0,4160
3534.931845494,16,4160
3534.933514521,0,4160
3534.935188196,16,4176
3534.936861353,32,4160
3534.938534898,0,4176
3534.940206481,16,4160
3534.94188136,16,4160
3534.943548702,16,4176
3534.94522147,32,4160
3534.946895497,16,4176
3534.948566802,0,4144
3534.950240143,0,4160
3534.951911022,0,4144
3534.95358529,0,4144
3534.955259373,0,4160
3534.956931159,0,4160
3534.958605242,32,4176
3534.960274621,32,4160
3534.961941555,0,4160
3534.963615304,0,4160
3534.965288739,16,4160
3534.966958025,0,4144
3534.968628034,16,4176
3534.970295561,16,4160
3534.971968162,16,4176
3534.973640615,0,4160
3534.97531479,0,4144
3534.976983373,16,4160
3534.978654604,32,4176
3534.980324835,0,4160
3534.981994418,0,4160
3534.98366526,0,4160
3534.985334509,0,4160
3534.987001758,0,4176
3534.988673693,16,4160
3534.990345109,16,4176
3534.99201958,16,4176
3534.993693552,0,4160
3534.995365616,0,4176
3534.997039476,0,4176
3534.998714244,0,4160
3535.000387549,0,4176
3535.002058724,0,4160
3535.003727659,48,4160
3535.005399963,0,4160
3535.007071861,0,4176
3535.008742406,32,4160
3535.010411174,32,4160
3535.012078646,0,4144
3535.013747896,0,4160
3535.015417515,16,4160
3535.017087154,0,4160
3535.018756773,0,4160
3535.020427171,16,4176
3535.022096679,0,4176
3535.023772169,32,4176
3535.025443826,0,4176
3535.027110909,0,4160
3535.028781343,0,4160
3535.030454426,0,4160
3535.032125879,16,4176
3535.033800017,32,4176
3535.035469211,0,4176
3535.037143164,0,4160
3535.038810617,16,4160
3535.040483663,16,4176
3535.04215869,0,4160
3535.043830791,0,4176
3535.049190692,0,4160
3535.050861441,0,4160
3535.052528172,0,4160
3535.054198477,0,4160
3535.055870856,0,4160
3535.05753942,16,4160
3535.059206373,16,4160
3535.060880641,16,4160
3535.062555372,0,4192
3535.064225843,16,4176
3535.065896,0,4144
3535.067565361,0,4160
3535.069232703,0,4176
3535.070905452,0,4160
3535.072578035,16,4160
3535.074246969,32,4160
3535.075916978,0,4160
3535.077592208,0,4160
3535.079262273,16,4160
3535.080936374,0,4160
3535.082606642,0,4176
3535.084274798,16,4176
3535.085942752,16,4160
3535.087610149,16,4160
3535.089283473,0,4160
3535.090951204,0,4160
3535.092623582,0,4160
3535.09429698,0,4160
3535.095968396,0,4160
3535.097637349,0,4160
3535.099305043,0,4160
3535.100978885,0,4160
3535.102653615,0,4160
3535.104323735,0,4160
3535.105997336,0,4160
3535.107668511,0,4160
3535.109341983,0,4160
3535.111010547,0,4160
3535.112683574,0,4160
3535.114354361,0,4160
3535.116026999,16,4160
3535.117698248,0,4160
3535.119372516,0,4160
3535.121047024,0,4160
3535.122720773,16,4160
3535.124391801,0,4160
3535.126064402,32,4192
3535.127731762,0,4160
3535.129407048,0,4176
3535.131078205,0,4176
3535.132748455,0,4160
3535.134422482,0,4160
3535.136093398,16,4160
3535.137761277,0,4160
3535.139431656,16,4160
3535.14110196,32,4176
3535.142768691,0,4160
3535.144442274,16,4160
3535.146115968,0,4176
3535.147789587,0,4160
3535.149460985,0,4176
3535.151134141,0,4160
3535.152803261,0,4176
3535.154478399,0,4160
3535.156149204,0,4176
3535.157817991,0,4160
3535.159489666,0,4160
3535.1611621,0,4160
3535.16283085,16,4160
3535.16450571,0,4144
3535.166179811,16,4144
3535.167853579,0,4160
3535.169523106,0,4160
3535.171196263,0,4160
3535.172866753,16,4160
3535.174541391,0,4176
3535.176209677,16,4176
3535.177882001,0,4160
3535.179550361,0,4160
3535.181222833,16,4160
3535.182894878,0,4160
3535.184569053,16,4160
3535.186238414,0,4176
3535.187906497,0,4160
3535.18957832,0,4160
3535.191252125,0,4176
3535.192920078,0,4144
3535.194591105,0,4176
3535.196265873,0,4160
3535.197935585,0,4160
3535.199609409,0,4176
3535.201279565,16,4160
3535.202950722,16,4128
3535.204625397,0,4144
3535.206296332,0,4160
3535.207964822,0,4144
3535.209632645,0,4176
3535.211305691,64,4176
3535.212978699,16,4144
3535.21464643,0,4144
3535.216315198,16,4144
3535.217984985,16,4176
3535.219652568,16,4176
3535.221326613,16,4176
3535.222994696,16,4160
3535.224664482,16,4176
3535.226335676,0,4160
3535.228009296,16,4176
3535.229676527,16,4160
3535.231350257,0,4144
3535.233023062,16,4176
3535.234695811,0,4160
3535.236370079,16,4176
3535.238038514,0,4176
3535.2397088,0,4144
3535.241378661,16,4160
3535.243051095,16,4144
3535.244721456,0,4176
3535.246393353,0,4144
3535.248067436,16,4160
3535.24973774,48,4176
