Time,Data1,Data2
0.020476,0.0,0.0
0.04075,0.0,0.0
0.061052,0.0,0.0
0.08138,0.0,0.0
0.101647,0.0,0.0
0.122009,0.0,0.0
0.142169,0.0,0.0
0.162382,0.0,0.0
0.182597,0.0,0.0
0.202752,0.0,0.0
0.223083,0.0,0.0
0.243236,0.0,0.0
0.263488,0.0,0.0
0.283694,0.0,0.0
0.303853,0.0,0.0
0.32418,0.0,0.0
0.344258,0.0,0.0
0.364583,0.0,0.0
0.38476,0.0,0.0
0.404911,0.0,0.0
0.425235,0.0,0.0
0.44524,0.0,0.0
0.465641,0.0,0.0
0.485779,0.0,0.0
0.505939,0.0,0.0
0.526274,0.0,0.0
0.546463,0.0,0.0
0.566739,0.0,0.0
0.586904,0.0,0.0
0.607067,0.0,0.0
0.627399,0.0,0.0
0.64757,0.0,0.0
0.667797,0.0,0.0
0.687972,0.0,0.0
0.708131,0.0,0.0
0.728449,0.0,0.0
0.748632,0.0,0.0
0.768903,0.0,0.0
0.78905,0.0,0.0
0.809202,0.0,0.0
0.829543,0.0,0.0
0.849712,0.0,0.0
0.869925,0.0,0.0
0.89009,0.0,0.0
0.910252,0.0,0.0
0.930594,0.0,0.0
0.95077,0.0,0.0
0.971016,0.0,0.0
0.991184,0.0,0.0
1.011341,0.0,0.0
1.031679,0.0,0.0
1.051888,0.0,0.0
1.072074,0.0,0.0
1.092235,0.0,0.0
1.112387,0.0,0.0
1.132706,0.0,0.0
1.152882,0.0,0.0
1.173114,0.0,0.0
1.19328,0.0,0.0
1.213431,0.0,0.0
1.233775,0.0,0.0
1.254026,0.0,0.0
1.274154,0.0,0.0
1.294346,0.0,0.0
1.314515,0.0,0.0
1.334839,0.0,0.0
1.355064,0.0,0.0
1.375204,0.0,0.0
1.395396,0.0,0.0
1.415595,0.0,0.0
1.435933,0.0,0.0
1.456127,0.0,0.0
1.476316,0.0,0.0
1.496461,0.0,0.0
1.516632,0.0,0.0
1.53695,0.0,0.0
1.557137,0.0,0.0
1.577354,0.0,0.0
1.597508,0.0,0.0
1.617677,0.0,0.0
1.638004,0.0,0.0
1.65823,0.0,0.0
1.678376,0.0,0.0
1.698554,0.0,0.0
1.71871,0.0,0.0
1.739026,0.0,0.0
1.7592,0.0,0.0
1.779416,0.0,0.0
1.799569,0.0,0.0
1.819728,0.0,0.0
1.840056,0.0,0.0
1.860245,0.0,0.0
1.880461,0.0,0.0
1.900625,0.0,0.0
1.920789,0.0,0.0
1.941113,0.0,0.0
1.96129,0.0,0.0
1.981487,0.0,0.0
2.001615,0.0,0.0
2.021799,0.0,0.0
2.04211,0.0,0.0
2.062281,0.0,0.0
2.082476,0.0,0.0
2.102637,0.0,0.0
2.122787,0.0,0.0
2.143112,0.0,0.0
2.163291,0.0,0.0
2.183498,0.0,0.0
2.203657,0.0,0.0
2.223828,0.0,0.0
2.244237,0.0,0.0
2.26434,0.0,0.0
2.284538,0.0,0.0
2.304687,0.0,0.0
2.324852,0.0,0.0
2.345124,0.0,0.0
2.365335,0.0,0.0
2.385521,0.0,0.0
2.405668,0.0,0.0
2.425835,0.0,0.0
2.446214,0.0,0.0
2.466424,0.0,0.0
2.486605,0.0,0.0
2.506761,0.0,0.0
2.526906,0.0,0.0
2.547223,0.0,0.0
2.56738,0.0,0.0
2.587583,0.0,0.0
2.607724,0.0,0.0
2.627897,0.0,0.0
2.648253,0.0,0.0
2.668451,0.0,0.0
2.688643,0.0,0.0
2.708801,0.0,0.0
2.728941,0.0,0.0
2.749327,0.0,0.0
2.769487,0.0,0.0
2.789679,0.0,0.0
2.809845,0.0,0.0
2.830013,0.0,0.0
2.850345,0.0,0.0
2.870494,0.0,0.0
2.890672,0.0,0.0
2.910825,0.0,0.0
2.930999,0.0,0.0
2.951422,0.0,0.0
2.971577,0.0,0.0
2.991778,0.0,0.0
3.011939,0.0,0.0
3.032113,0.0,0.0
3.05245,0.0,0.0
3.072584,0.0,0.0
3.092774,0.0,0.0
3.112952,0.0,0.0
3.133108,0.0,0.0
3.15343,0.0,0.0
3.173736,0.0,0.0
3.193932,0.0,0.0
3.21407,0.0,0.0
3.234221,0.0,0.0
3.254585,0.0,0.0
3.274747,0.0,0.0
3.294924,0.0,0.0
3.3151,0.0,0.0
3.335245,0.0,0.0
3.355563,0.0,0.0
3.375724,0.0,0.0
3.39591,0.0,0.0
3.416088,0.0,0.0
3.436244,0.0,0.0
3.456488,0.0,0.0
3.476637,0.0,0.0
3.496815,0.0,0.0
3.516962,0.0,0.0
3.537114,0.0,0.0
3.557428,0.0,0.0
3.577588,0.0,0.0
3.597767,0.0,0.0
3.617913,0.0,0.0
3.638065,0.0,0.0
3.658407,0.0,0.0
3.678554,0.0,0.0
3.69873,0.0,0.0
3.718892,0.0,0.0
3.739035,0.0,0.0
3.759343,0.0,0.0
3.779494,0.0,0.0
3.799695,0.0,0.0
3.819837,0.0,0.0
3.839985,0.0,0.0
3.860276,0.0,0.0
3.88044,0.0,0.0
3.900623,0.0,0.0
3.920785,0.0,0.0
3.940918,0.0,0.0
3.961255,0.0,0.0
3.981386,0.0,0.0
4.001571,0.0,0.0
4.021727,0.0,0.0
4.041883,0.0,0.0
4.062183,0.0,0.0
4.082334,0.0,0.0
4.102502,0.0,0.0
4.122661,0.0,0.0
4.14282,0.0,0.0
4.163194,0.0,0.0
4.183335,0.0,0.0
4.203529,0.0,0.0
4.223677,0.0,0.0
4.243862,0.0,0.0
4.264274,0.0,0.0
4.284434,0.0,0.0
4.304648,0.0,0.0
4.32481,0.0,0.0
4.344981,0.0,0.0
4.365303,0.0,0.0
4.385458,0.0,0.0
4.405633,0.0,0.0
4.425787,0.0,0.0
4.445939,0.0,0.0
4.466251,0.0,0.0
4.486428,0.0,0.0
4.506602,0.0,0.0
4.526751,0.0,0.0
4.546912,0.0,0.0
4.567272,0.0,0.0
4.587425,0.0,0.0
4.607605,0.0,0.0
4.62776,0.0,0.0
4.647913,0.0,0.0
4.66823,0.0,0.0
4.688388,0.0,0.0
4.708579,0.0,0.0
4.728736,0.0,0.0
4.748889,0.0,0.0
4.769228,0.0,0.0
4.789387,0.0,0.0
4.809588,0.0,0.0
4.829741,0.0,0.0
4.849898,0.0,0.0
4.870221,0.0,0.0
4.890376,0.0,0.0
4.91056,0.0,0.0
4.930726,0.0,0.0
4.950869,0.0,0.0
4.971185,0.0,0.0
4.99135,0.0,0.0
5.011579,0.0,0.0
5.031733,0.0,0.0
5.051891,0.0,0.0
5.072216,0.0,0.0
5.092385,0.0,0.0
5.112594,0.0,0.0
5.132761,0.0,0.0
