Time,AccX,AccY,AccZ,AngleX,AngleY,AngleZ,GyroX,GyroY,GyroZ,MagX,MagY,MagZ
9003.734214853,0.6489,-0.1758,0.7559,,,,,,,-5549,-428,-2465
9003.834215208,0.647,-0.1772,0.7563,-13.123,-39.836,-109.27,0.0,0.061,0.0,-5544,-439,-2499
9003.934215211,0.6489,-0.1748,0.7549,-13.123,-39.836,-109.27,0.0,0.0,0.0,-5526,-439,-2455
9004.034215232,0.6479,-0.1768,0.7559,-13.123,-39.836,-109.27,0.0,0.0,0.0,-5527,-425,-2456
9004.134215382,0.6484,-0.1758,0.7559,-13.123,-39.836,-109.27,0.0,0.0,0.0,-5543,-435,-2449
9004.234215682,0.6484,-0.1763,0.7568,-13.123,-39.842,-109.27,0.0,0.0,0.0,-5533,-438,-2469
9004.334215945,0.6479,-0.1763,0.7554,-13.118,-39.842,-109.27,0.0,0.0,0.0,-5538,-426,-2442
9004.434215949,0.6499,-0.1763,0.7559,-13.123,-39.842,-109.27,0.0,0.0,0.0,-5530,-435,-2463
9004.534216212,0.646,-0.1772,0.7563,-13.118,-39.842,-109.27,0.0,0.0,0.0,-5539,-437,-2464
9004.695461035,0.6484,-0.1763,0.7568,-13.118,-39.842,-109.27,0.0,0.0,0.0,-5563,-436,-2468
9004.79546115,0.6475,-0.1763,0.7559,-13.118,-39.842,-109.27,0.0,0.0,0.0,-5543,-420,-2456
9004.895461172,0.6479,-0.1763,0.7573,-13.118,-39.842,-109.27,0.0,0.0,0.0,-5535,-447,-2476
9004.995461176,0.6475,-0.1768,0.7563,-13.118,-39.842,-109.27,0.0,0.0,0.0,-5529,-424,-2460
9005.095461476,0.647,-0.1768,0.7559,-13.123,-39.842,-109.27,0.0,0.0,0.0,-5552,-430,-2479
9005.195461498,0.6484,-0.1753,0.7563,-13.123,-39.842,-109.27,0.0,0.0,0.0,-5541,-446,-2454
