Time,RawValue1,RawValue2
1527.609635818,17776,0
1527.6120287,17760,16
1527.613715,17760,0
1527.615393061,17776,0
1527.617072677,17776,0
1527.618750535,17760,16
1527.620429263,17776,0
1527.622105194,17792,0
1527.623781534,17776,0
1527.625450374,17776,0
1527.627124065,17760,0
1527.628794258,17776,32
1527.630469597,17776,0
1527.632136438,17760,0
1527.633810574,17776,0
1527.635485709,17760,0
1527.637158623,17760,0
1527.638830593,17760,0
1527.640500729,17776,16
1527.642169236,17776,0
1527.643840817,17776,16
1527.645513805,17792,0
1527.647181312,17776,16
1527.648852486,17776,0
1527.650525363,17776,0
1527.652197573,17776,0
1527.653865654,17776,0
1527.655536365,17792,16
1527.65720889,17776,16
1527.658876953,17776,0
1527.66054857,17776,0
1527.662217318,17776,0
1527.663887436,17776,0
1527.665557258,17776,0
1527.667228469,17776,16
1527.668903549,17792,0
1527.670576314,17776,16
1527.672249228,17792,0
1527.673919902,17792,0
1527.675588835,17776,16
1527.6772621,17792,0
1527.67892946,17776,16
1527.680602114,17776,0
1527.68227288,17760,0
1527.683942554,17792,0
1527.685613561,17776,16
1527.687281772,17776,0
1527.688949964,17776,0
1527.690624711,17760,0
1527.692293996,17776,0
1527.693961855,17776,0
1527.695631918,17776,0
1527.697300573,17776,0
1527.698975283,17776,0
1527.700647419,17776,0
1527.702318,17760,16
1527.703988988,17760,0
1527.705659217,17776,0
1527.707330835,17776,0
1527.709004452,17776,16
1527.710676478,17776,0
1527.712347466,17760,0
1527.714018121,17760,0
1527.71569159,17776,0
1527.71736156,17776,0
1527.719031437,17760,0
1527.720699315,17776,16
1527.722371766,17776,0
1527.724045809,17776,0
1527.725718242,17792,0
1527.727385453,17776,0
1527.729055775,17776,16
1527.730722967,17760,0
1527.732392678,17776,0
1527.734061259,17760,0
1527.735733266,17760,0
1527.737403347,17760,0
1527.739076242,17776,0
1527.740743194,17776,0
1527.742417959,17776,0
1527.74408617,17776,0
1527.745756696,17808,0
1527.747428239,17776,16
1527.749100709,17792,0
1527.750768253,17776,16
1527.75243839,17776,0
1527.754112618,17760,0
1527.755785439,17776,16
1527.757454335,17776,0
1527.759127379,17776,16
1527.760799256,17776,0
1527.76247067,17776,0
1527.764138825,17776,0
1527.765805648,17776,0
1527.767474729,17792,16
1527.769146087,17776,16
1527.770817261,17776,0
1527.772488175,17776,0
1527.77415833,17776,0
1527.775829318,17776,0
1527.777502029,17776,0
1527.779172239,17776,16
1527.780844357,17776,0
1527.782514864,17760,0
1527.78418713,17776,0
1527.785858025,17776,0
1527.787528402,17760,16
1527.789203427,17776,0
1527.790871268,17792,0
1527.792542163,17776,16
1527.794214022,17792,0
1527.795884695,17776,16
1527.797555498,17776,0
1527.799228709,17792,16
1527.800900937,17760,0
1527.802573722,17760,0
1527.804248339,17776,0
1527.805916198,17792,0
1527.807589612,17776,0
1527.809263896,17760,0
1527.81093431,17760,48
1527.812601928,17760,16
1527.81426914,17776,16
1527.81594022,17776,0
1527.817614393,17760,0
1527.819288973,17760,0
1527.820962221,17776,0
1527.822631098,17776,0
1527.824304105,17776,16
1527.825970797,17760,16
1527.827641804,17760,16
1527.829311441,17760,32
1527.830985428,17760,16
1527.83265725,17776,0
1527.834328534,17776,0
1527.836007521,17776,0
1527.837679694,17776,0
1527.839349498,17760,0
1527.841020208,17776,0
1527.842686882,17792,0
1527.84435389,17776,0
1527.846025674,17776,16
1527.847695089,17776,0
1527.849366595,17776,0
1527.851038676,17776,0
1527.852706202,17792,0
1527.854376468,17776,0
1527.856047364,17776,0
1527.857722425,17792,0
1527.859389544,17776,16
1527.861056866,17776,0
1527.862732354,17792,0
1527.864404175,17776,0
1527.866076626,17792,0
1527.86774604,17776,0
1527.869421047,17776,0
1527.871089091,17776,0
1527.872756913,17776,0
1527.874425365,17776,0
1527.8761,17776,16
1527.877772507,17776,0
1527.879441755,17776,0
1527.881113187,17776,0
1527.88278873,17776,0
1527.884457608,17776,0
1527.8861288,17760,16
1527.887796622,17776,0
1527.889470869,17760,0
1527.891143561,17776,0
1527.892815123,17760,0
1527.894490129,17776,0
1527.896158599,17776,0
1527.897827791,17760,0
1527.899498557,17760,0
1527.901171175,17760,16
1527.90283883,17776,0
1527.904509578,17760,0
1527.906179122,17776,0
1527.907847092,17760,16
1527.90951871,17792,0
1527.911191605,17760,0
1527.912864945,17760,0
1527.914536378,17776,16
1527.916203367,17760,0
1527.917877873,17776,0
1527.919548065,17776,16
1527.921219979,17776,0
1527.922888968,17776,0
1527.924561585,17776,0
1527.926231129,17776,0
1527.927905617,17776,0
1527.929574439,17776,0
1527.931248167,17776,0
1527.93292284,17792,0
1527.934597624,17776,16
1527.936268834,17776,16
1527.937944174,17760,0
1527.939611107,17760,0
1527.941284502,17776,48
1527.942958731,17776,32
1527.944633404,17776,32
1527.946302633,17776,0
1527.947969714,17776,0
1527.949642536,17792,0
1527.951311876,17792,0
1527.952982216,17776,0
1527.954655649,17776,0
1527.95632547,17776,0
1527.957994292,17792,0
1527.959665799,17760,0
1527.961333825,17792,0
1527.963008961,17776,0
1527.964681782,17776,0
1527.96635551,17792,0
1527.968022277,17776,0
1527.969696672,17760,0
1527.971367771,17776,0
1527.973036316,17760,0
1527.974704175,17776,16
1527.976373238,17776,0
1527.978046022,17776,0
1527.979714048,17776,0
1527.981380814,17776,0
1527.983053432,17760,0
1527.984722569,17776,0
1527.986389965,17776,16
1527.988061768,17776,0
1527.989734034,17808,16
1527.991409021,17792,0
1527.993078621,17776,0
1527.994746202,17760,32
1527.996415302,17760,0
1527.998084179,17776,0
1527.999752483,17776,0
1528.001419879,17760,16
1528.003088757,17760,16
1528.004757505,17776,0
1528.006428567,17760,48
1528.008097574,17776,0
1528.009767118,17760,16
1528.011440625,17760,0
1528.013111483,17760,0
1528.014783693,17760,0
1528.016458551,17760,0
1528.018128669,17776,16
1528.019798213,17776,0
1528.021466665,17792,0
1528.023138875,17776,16
1528.024812734,17776,0
1528.026482444,17760,0
1528.028154284,17776,16
1528.02982655,17760,0
1528.031496224,17760,16
1528.033171433,17776,16
1528.034838737,17776,0
1528.036514058,17776,0
1528.038187583,17776,16
1528.039857997,17776,0
1528.041530318,17776,0
1528.043201788,17776,0
1528.044871721,17776,0
1528.046539099,17760,0
1528.048212494,17776,0
1528.04988339,17808,16
1528.05155273,17776,0
1528.053226199,17792,0
1528.054899632,17760,0
1528.05657062,17760,0
1528.058240368,17760,0
1528.059915522,17760,0
1528.061586491,17776,0
1528.063256091,17776,32
1528.064928227,17776,0
1528.066603641,17792,16
1528.068272814,17776,16
1528.069941507,17776,0
1528.071615124,17776,0
1528.073285113,17776,0
1528.074959934,17776,0
1528.076633236,17760,0
1528.078301484,17776,0
1528.07997599,17760,0
1528.081646793,17776,0
1528.083320929,17792,0
1528.08499014,17792,0
1528.086658592,17776,16
1528.088331709,17776,16
1528.090007049,17776,0
1528.091677796,17776,0
1528.093347451,17792,0
1528.095020495,17792,0
1528.096693298,17776,16
1528.09836162,17744,16
1528.100036774,17776,0
1528.101710354,17776,32
1528.103383879,17776,16
1528.105053442,17760,0
1528.106726467,17760,0
1528.108395881,17776,16
1528.110068758,17744,32
1528.11174306,17776,16
1528.11341266,17760,16
1528.115079945,17776,0
1528.116751378,17760,0
1528.118424977,17760,16
1528.120096409,17776,0
1528.121768971,17776,0
1528.123441385,17776,0
1528.125109652,17760,0
1528.12677814,17776,16
1528.128447092,17760,0
1528.130116747,17760,0
1528.131789013,17776,0
1528.13346426,17776,0
1528.135136433,17776,0
1528.136807421,17776,16
1528.138478909,17776,16
1528.140154156,17760,16
1528.141827144,17776,32
1528.14349454,17776,0
1528.145164492,17776,0
1528.146833314,17776,16
1528.148504506,17776,0
1528.150176364,17776,0
1528.151849093,17776,0
1528.153522377,17776,0
1528.155196828,17776,0
1528.156865094,17776,0
1528.158534675,17776,0
1528.160203756,17776,0
1528.16187804,17792,0
1528.163547862,17792,0
1528.165216999,17776,0
1528.166884136,17776,0
1528.168556068,17776,16
1528.170225705,17776,0
1528.171897878,17776,0
1528.173566867,17792,0
1528.175235356,17760,0
1528.176908251,17776,16
1528.178582313,17776,32
1528.180252375,17776,16
1528.181920253,17776,0
1528.183592815,17792,0
1528.185260563,17776,0
1528.186927515,17776,0
1528.188596207,17776,0
1528.19026477,17792,16
1528.191933111,17760,0
1528.193604525,17792,0
1528.195271995,17776,0
1528.196942335,17776,0
1528.198610491,17776,0
1528.200280683,17792,0
1528.201947449,17760,0
1528.203616031,17776,16
1528.205291092,17776,32
1528.206963951,17760,16
1528.208632902,17776,0
1528.210302446,17760,0
1528.211973434,17776,16
1528.213641497,17760,0
1528.215308894,17760,0
1528.216978086,17760,0
1528.218645964,17776,0
1528.220315878,17760,0
1528.221984792,17776,0
1528.223652855,17776,0
1528.225327639,17776,0
1528.226997405,17776,0
1528.228667486,17776,0
1528.23033766,17760,0
1528.232013925,17760,0
1528.233685358,17760,0
1528.235355716,17760,16
1528.237022465,17760,0
1528.238690268,17760,0
1528.240360942,17760,0
1528.242034005,17760,0
1528.243702199,17760,0
1528.245369096,17776,0
1528.247039178,17760,16
1528.248712815,17760,0
1528.250383767,17776,0
1528.252057701,17760,0
1528.253728079,17744,16
1528.255397716,17760,16
1528.257066317,17776,16
1528.25873564,17760,0
1528.260410944,17760,0
1528.262079322,17760,0
1528.263747071,17760,0
1528.265419727,17760,0
1528.267087161,17760,16
1528.268755262,17760,0
1528.270425067,17760,16
1528.272092797,17760,16
1528.273761083,17760,0
1528.275428184,17760,0
1528.277096137,17760,16
1528.278766219,17760,0
1528.28043706,17760,0
1528.282104698,17776,0
1528.28377528,17776,16
1528.285445511,17760,0
1528.287112686,17760,16
1528.2887866,17744,16
1528.290460608,17744,0
1528.292134948,17760,0
1528.293807289,17776,16
1528.295480019,17760,0
1528.297148786,17744,16
1528.298816221,17760,16
1528.300483229,17760,0
1528.302156311,17760,16
1528.303829244,17760,16
1528.305498845,17760,16
1528.30716989,17760,16
1528.308842916,17760,0
1528.310509961,17760,0
1528.312184302,17760,16
1528.313859679,17760,16
1528.315527317,17744,16
1528.317202584,17760,16
1528.318876461,17776,0
1528.320546432,17776,0
1528.322215292,17776,0
1528.323886726,17760,0
1528.325562066,17776,16
1528.3272315,17776,0
1528.328904952,17776,0
1528.330577682,17776,0
1528.332246209,17776,0
1528.333914625,17792,0
1528.335588706,17776,16
1528.337264102,17760,0
1528.338931795,17760,0
1528.340600896,17776,0
1528.34227457,17776,16
1528.343949207,17776,0
1528.345618697,17760,0
1528.347289741,17776,0
1528.348959009,17776,0
1528.350627073,17776,0
1528.352301932,17776,16
1528.353976809,17776,0
1528.35564478,17776,0
1528.357312104,17776,0
1528.358980649,17776,0
1528.360650157,17824,0
1528.362318295,17792,0
1528.363987322,17776,0
1528.365655034,17776,0
1528.367330596,17776,0
1528.369001345,17776,0
