Time,AccX,AccY,AccZ,AngleX,AngleY,AngleZ
1527.728613018,,,,,,
1527.828613025,-0.0039,-0.0107,1.0093,-0.692,-0.22,158.873
1527.928613105,0.0049,-0.0142,1.0103,-0.692,-0.225,158.873
1528.028613131,0.0083,-0.0083,1.0098,-0.692,-0.22,158.873
1528.128614026,0.0103,-0.0034,1.0098,-0.692,-0.225,158.873
1528.22861407,0.0093,-0.0122,1.0098,-0.692,-0.225,158.873
1528.328614188,-0.0005,-0.0107,1.0088,-0.692,-0.225,158.873
1528.42861422,0.001,-0.0205,1.0093,-0.687,-0.225,158.873
1528.528619826,0.0,-0.0151,1.0093,-0.681,-0.225,158.873
1528.628619896,0.0049,-0.0083,1.0107,-0.681,-0.225,158.873
1528.728619965,0.0098,-0.0059,1.0103,-0.676,-0.225,158.873
1528.828620072,0.0088,-0.0103,1.0088,-0.676,-0.22,158.873
1528.928620104,0.0024,-0.0137,1.0103,-0.676,-0.225,158.873
1529.028620229,-0.001,-0.0146,1.0093,-0.67,-0.225,158.873
1529.128620262,0.002,-0.0151,1.0093,-0.67,-0.225,158.873
1529.228622165,0.0073,-0.0127,1.0098,-0.67,-0.225,158.873
1529.328622215,0.0073,-0.0098,1.0093,-0.67,-0.225,158.873
1529.428622235,0.002,-0.0122,1.0098,-0.676,-0.225,158.873
1529.52862233,0.0,-0.0166,1.0103,-0.676,-0.231,158.873
1529.628622332,0.0029,-0.0151,1.0098,-0.676,-0.231,158.873
1529.728626796,0.0059,-0.0107,1.0098,-0.676,-0.231,158.873
1529.828626853,0.0063,-0.0078,1.0098,-0.681,-0.231,158.873
1529.928626911,0.0059,-0.0093,1.0093,-0.681,-0.231,158.873
1530.028627024,0.0039,-0.0142,1.0093,-0.681,-0.231,158.873
1530.128627081,0.002,-0.0161,1.0093,-0.681,-0.231,158.873
1530.228629749,0.001,-0.0142,1.0098,-0.687,-0.231,158.873
1530.328629861,0.0044,-0.0117,1.0098,-0.687,-0.231,158.873
1530.428632719,0.0073,-0.0098,1.0103,-0.687,-0.231,158.873
1530.528632745,0.0063,-0.0098,1.0093,-0.687,-0.231,158.873
1530.628632827,0.0034,-0.0127,1.0103,-0.687,-0.236,158.873
1530.728632945,0.001,-0.0156,1.0098,-0.687,-0.236,158.873
1530.828632971,0.0024,-0.0142,1.0093,-0.687,-0.236,158.873
1530.928633052,0.0049,-0.0122,1.0098,-0.687,-0.236,158.873
1531.028633059,0.0063,-0.0093,1.0093,-0.687,-0.236,158.873
1531.128633178,0.0054,-0.0103,1.0103,-0.687,-0.236,158.873
1531.228633259,0.0059,-0.0107,1.0093,-0.687,-0.236,158.873
1531.328633283,0.002,-0.0146,1.0098,-0.692,-0.236,158.873
1531.428633294,0.001,-0.0098,1.0098,-0.692,-0.236,158.873
1531.528633343,0.0054,-0.0098,1.0098,-0.692,-0.236,158.873
1531.628633373,0.0127,-0.0063,1.0098,-0.692,-0.236,158.873
1531.728633404,0.0049,-0.0088,1.0107,-0.692,-0.242,158.873
1531.828633434,0.0,-0.0117,1.0098,-0.692,-0.242,158.873
1531.92863352,0.0015,-0.0176,1.0088,-0.692,-0.242,158.873
1532.028633569,0.0059,-0.0146,1.0103,-0.692,-0.242,158.873
1532.12863358,0.0015,-0.0103,1.0107,-0.692,-0.242,158.873
1532.228633648,-0.0005,-0.0103,1.0083,-0.692,-0.242,158.873
1532.328638489,0.0059,-0.0112,1.0098,-0.692,-0.242,158.873
1532.428638522,0.0083,-0.0117,1.0093,-0.692,-0.236,158.873
1532.528638593,-0.0039,-0.0117,1.0098,-0.698,-0.242,158.873
1532.628638627,0.0054,-0.019,1.0088,-0.698,-0.242,158.873
1532.728638661,0.0073,-0.0142,1.0093,-0.698,-0.242,158.873
1532.828638787,0.0015,-0.0078,1.0098,-0.698,-0.242,158.873
1532.928638802,0.002,-0.0117,1.0083,-0.698,-0.242,158.873
1533.028638836,0.0024,-0.0098,1.0088,-0.698,-0.247,158.873
1533.128638925,0.0044,-0.0088,1.0093,-0.698,-0.247,158.873
1533.228638978,0.0083,-0.0024,1.0098,-0.698,-0.253,158.873
1533.328639065,0.0083,-0.0112,1.0093,-0.698,-0.253,158.873
1533.42863912,0.0068,-0.0171,1.0088,-0.692,-0.258,158.873
1533.528639231,0.001,-0.0142,1.0098,-0.692,-0.258,158.873
1533.628639267,0.0015,-0.0132,1.0098,-0.698,-0.258,158.873
1533.72863934,0.0078,-0.0122,1.0093,-0.698,-0.264,158.873
1533.828639395,0.0044,-0.0093,1.0098,-0.692,-0.264,158.873
1533.928639487,0.0068,-0.0137,1.0093,-0.692,-0.264,158.873
1534.02863956,0.0024,-0.0161,1.0093,-0.692,-0.264,158.873
1534.128639671,-0.0015,-0.0161,1.0083,-0.692,-0.264,158.873
1534.228639726,0.0,-0.0107,1.0093,-0.692,-0.264,158.873
1534.328639759,0.0083,-0.0127,1.0093,-0.692,-0.264,158.873
1534.428639853,0.0078,-0.0137,1.0093,-0.698,-0.258,158.873
1534.528639873,0.0044,-0.0098,1.0098,-0.698,-0.258,158.873
1534.628648094,0.0024,-0.0112,1.0088,-0.698,-0.258,158.873
1534.728648095,0.0039,-0.0146,1.0093,-0.698,-0.253,158.873
1534.828652059,0.0054,-0.0112,1.0093,-0.698,-0.253,158.873
1534.928652115,0.0029,-0.0078,1.0103,-0.698,-0.253,158.873
1535.028655171,0.0059,-0.0098,1.0093,-0.703,-0.253,158.873
1535.128655191,0.0039,-0.0137,1.0088,-0.703,-0.247,158.873
1535.228655247,0.0015,-0.0156,1.0098,-0.703,-0.247,158.873
1535.328655338,0.002,-0.0142,1.0103,-0.703,-0.247,158.873
1535.428655432,0.0034,-0.0137,1.0098,-0.703,-0.247,158.873
1535.528655508,0.0034,-0.0098,1.0093,-0.703,-0.247,158.873
1535.628655547,0.0029,-0.0117,1.0093,-0.703,-0.247,158.873
1535.728655567,0.0044,-0.0166,1.0093,-0.703,-0.247,158.873
1535.82865568,0.002,-0.0117,1.0103,-0.703,-0.247,158.873
1535.928658385,0.0049,-0.0083,1.0093,-0.703,-0.247,158.873
1536.028658386,0.0078,-0.0132,1.0098,-0.703,-0.247,158.873
1536.128658499,0.0029,-0.0137,1.0093,-0.703,-0.247,158.873
1536.228658575,0.002,-0.0122,1.0103,-0.703,-0.242,158.873
1536.328658591,0.0059,-0.0137,1.0098,-0.703,-0.242,158.873
1536.428658612,0.0059,-0.0176,1.0093,-0.703,-0.242,158.873
1536.528661779,0.0039,-0.0117,1.0098,-0.703,-0.242,158.873
1536.628661837,0.001,-0.0059,1.0098,-0.703,-0.242,158.873
1536.728661857,0.0044,-0.0127,1.0093,-0.703,-0.242,158.873
1536.828661895,0.0059,-0.0171,1.0093,-0.703,-0.242,158.873
1536.928661971,0.0034,-0.0117,1.0098,-0.703,-0.242,158.873
1537.028662065,0.0049,-0.0122,1.0093,-0.703,-0.242,158.873
1537.128662104,0.0059,-0.0107,1.0103,-0.703,-0.242,158.873
1537.228662124,0.002,-0.0122,1.0098,-0.703,-0.242,158.873
1537.328662177,0.002,-0.0103,1.0093,-0.703,-0.242,158.873
1537.428662196,0.0054,-0.0107,1.0093,-0.703,-0.242,158.873
1537.52866764,0.0039,-0.02,1.0093,-0.703,-0.242,158.873
1537.628667715,0.0015,-0.0151,1.0098,-0.703,-0.242,158.873
1537.728667716,0.0029,-0.0073,1.0098,-0.703,-0.242,158.873
1537.828667809,0.0054,-0.0112,1.0098,-0.703,-0.242,158.873
1537.928667902,0.0054,-0.0146,1.0093,-0.703,-0.242,158.873
1538.028667996,0.0024,-0.0107,1.0093,-0.703,-0.242,158.873
1538.128668052,0.0059,-0.0137,1.0098,-0.703,-0.242,158.873
1538.228668052,0.0039,-0.0137,1.0093,-0.703,-0.242,158.873
1538.328671103,0.0015,-0.0103,1.0093,-0.703,-0.242,158.873
1538.428671175,0.0029,-0.0083,1.0093,-0.709,-0.242,158.873
1538.528671285,0.0068,-0.0132,1.0098,-0.703,-0.242,158.873
1538.628675228,0.0029,-0.0142,1.0093,-0.709,-0.242,158.873
1538.72867532,0.0044,-0.0127,1.0093,-0.709,-0.236,158.873
1538.828675356,0.0015,-0.0093,1.0098,-0.709,-0.242,158.873
