Time,Raw Value,Voltage
200.499051118,0,0
200.508354345,0,0.0
200.517871958,0,0.0
200.526818423,0,0.0
200.535534705,0,0.0
200.544176561,0,0.0
200.552453746,0,0.0
200.560520174,0,0.0
200.568615014,0,0.0
200.576810311,0,0.0
200.584865129,0,0.0
200.592901265,0,0.0
200.602817059,0,0.0
200.612107337,0,0.0
200.620164238,0,0.0
200.628231485,0,0.0
200.636325842,0,0.0
200.644405034,0,0.0
200.652473006,0,0.0
200.66053722,0,0.0
200.668570733,0,0.0
200.676634872,0,0.0
200.684717618,0,0.0
200.692764156,0,0.0
200.700828332,0,0.0
200.709585921,0,0.0
200.718841683,0,0.0
200.72688342,0,0.0
200.734976642,0,0.0
200.743074087,0,0.0
200.751190474,0,0.0
200.759270559,0,0.0
200.767338197,0,0.0
200.775406262,0,0.0
200.7835038,0,0.0
200.791554152,0,0.0
200.799638703,0,0.0
200.808298142,0,0.0
200.817044269,0,0.0
200.825652596,0,0.0
200.833288932,0,0.0
200.841474591,0,0.0
200.849632508,0,0.0
200.857746048,0,0.0
200.865831752,0,0.0
200.873938575,0,0.0
200.88202668,0,0.0
200.890095043,0,0.0
200.898175705,0,0.0
200.906833172,0,0.0
200.915613126,0,0.0
200.924202567,0,0.0
200.932292737,0,0.0
200.940387484,0,0.0
200.948497284,0,0.0
200.956551934,0,0.0
200.964735733,0,0.0
200.972792616,0,0.0
200.980845219,0,0.0
200.988888798,0,0.0
200.996941011,0,0.0
201.00556586,0,0.0
201.014336716,0,0.0
201.022922045,0,0.0
201.030987933,0,0.0
201.039228128,0,0.0
201.047305937,0,0.0
201.055408882,0,0.0
201.063501113,0,0.0
201.071564027,0,0.0
201.079650938,0,0.0
201.087818151,0,0.0
201.09589723,0,0.0
201.105234224,0,0.0
201.113986932,0,0.0
201.122541685,0,0.0
201.130593067,0,0.0
201.138706522,0,0.0
201.146817726,0,0.0
201.154880696,0,0.0
201.162931446,0,0.0
201.170998936,0,0.0
201.179034731,0,0.0
201.187094148,0,0.0
201.195154887,0,0.0
201.203277047,0,0.0
201.211945175,0,0.0
201.220260026,0,0.0
201.228877353,0,0.0
201.237028792,0,0.0
201.245094385,0,0.0
201.253185816,0,0.0
201.261267611,0,0.0
201.269329205,0,0.0
201.277414107,0,0.0
201.285487085,0,0.0
201.293539118,0,0.0
201.301591839,0,0.0
201.310205447,0,0.0
201.318919445,0,0.0
201.327498994,0,0.0
201.335613211,0,0.0
201.34378459,0,0.0
201.35188162,0,0.0
201.359984453,0,0.0
201.368060407,0,0.0
201.376099606,0,0.0
201.384136776,0,0.0
201.392193831,0,0.0
201.400239335,0,0.0
201.408866838,0,0.0
201.417654089,0,0.0
201.42624437,0,0.0
201.434323542,0,0.0
201.442411829,0,0.0
201.450510552,0,0.0
201.458586208,0,0.0
201.466656527,0,0.0
201.474819814,0,0.0
201.482880925,0,0.0
201.490920606,0,0.0
201.498958409,0,0.0
201.507575421,0,0.0
201.516385309,0,0.0
201.525045513,0,0.0
201.533086013,0,0.0
201.541198835,0,0.0
201.549274418,0,0.0
201.557324144,0,0.0
201.56538717,0,0.0
201.573455424,0,0.0
201.581503569,0,0.0
