Time,Raw Value
2482.977074319,3440
2482.979587458,3408
2482.981169371,3440
2482.982924767,3424
2482.984628421,3424
2482.986294242,3440
2482.987931267,3440
2482.989581736,3440
2482.991205761,3424
2482.992804285,3424
2482.994367513,3424
2482.995894852,3440
2482.997424599,3440
2482.998955586,3456
2483.000518518,3440
2483.002072098,3440
2483.003613604,3440
2483.00514811,3424
2483.006671801,3456
2483.008218343,3440
2483.009730794,3440
2483.011267059,3456
2483.012799194,3440
2483.014329903,3456
2483.015860798,3424
2483.017400471,3424
2483.018932087,3456
2483.020466741,3440
2483.022000136,3424
2483.023531142,3424
2483.025067036,3440
2483.026598876,3424
2483.028134622,3424
2483.029671554,3456
2483.031204115,3424
2483.032737917,3440
2483.034271312,3456
2483.035798132,3456
2483.037332286,3440
2483.038863274,3440
2483.040395965,3424
2483.041934322,3440
2483.043470106,3440
2483.044960889,3440
2483.046492358,3424
2483.048023104,3440
2483.049551444,3424
2483.051079338,3440
2483.052608492,3440
2483.054137498,3424
2483.055668559,3440
2483.057197658,3440
2483.058726589,3424
2483.060263391,3440
2483.061796193,3440
2483.06332594,3440
2483.064859057,3424
2483.066391766,3440
2483.067922253,3408
2483.069453407,3440
2483.070984858,3440
2483.072521641,3424
2483.074097147,3424
2483.075640449,3440
2483.077179566,3440
2483.078722442,3424
2483.081887399,3440
2483.083450201,3440
2483.084996096,3440
2483.086594805,3424
2483.088132107,3440
2483.089678206,3440
2483.091218786,3440
2483.092745847,3440
2483.094273186,3440
2483.095871933,3456
2483.097433124,3440
2483.098972296,3440
2483.19936436,3440
2483.200948755,3424
2483.202489649,3440
2483.204046026,3440
2483.205621198,3456
2483.207168426,3440
2483.208704988,3424
2483.210243419,3440
2483.211780777,3440
2483.213316727,3424
2483.214849603,3440
2483.216361016,3440
2483.217893059,3424
2483.219423528,3440
2483.220979904,3424
2483.222510299,3456
2483.224038971,3424
2483.225574977,3424
2483.227109353,3424
2483.228646711,3440
2483.230181198,3440
2483.231734908,3440
2483.233274821,3424
2483.234811864,3424
2483.236347258,3440
2483.237880375,3440
2483.2394119,3456
2483.240944683,3424
2483.242475559,3424
2483.244012972,3424
2483.245555275,3456
2483.247090336,3424
2483.248628397,3424
2483.250268089,3440
2483.251805187,3440
2483.253343434,3440
2483.254880939,3424
2483.256416019,3440
2483.257947747,3440
2483.259478364,3440
2483.261009185,3440
2483.262533616,3440
2483.2640604,3440
2483.265595146,3424
2483.267127078,3424
2483.268656232,3440
2483.270187682,3424
2483.271722688,3424
2483.273319398,3440
2483.274868922,3424
2483.276428261,3440
2483.277968156,3440
2483.279516495,3424
2483.281063501,3440
2483.282619433,3440
2483.284159661,3440
2483.285821611,3440
2483.287248302,3424
2483.2887904,3456
2483.29031848,3440
2483.291842153,3440
2483.293374436,3440
2483.294904238,3440
2483.296433485,3440
2483.297966046,3440
2483.299496348,3440
2483.400164246,3424
2483.401769993,3440
2483.403311721,3424
2483.404839912,3440
2483.406410214,3440
2483.407942183,3424
2483.409478225,3440
2483.411031305,3440
2483.412570959,3440
2483.414104243,3456
2483.415638415,3440
2483.417170625,3424
2483.418710131,3456
2483.420222951,3408
2483.421755605,3440
2483.423281777,3440
2483.424813968,3424
2483.426347622,3424
2483.427877887,3456
2483.429410652,3440
2483.430941232,3424
2483.432478571,3440
2483.434011373,3456
2483.435541083,3440
2483.437077496,3424
2483.43860215,3408
2483.440128989,3440
2483.441660921,3424
2483.443188019,3440
2483.444721858,3440
2483.446255012,3424
2483.447785425,3440
2483.44931695,3440
2483.450858159,3440
2483.452399165,3440
2483.453930708,3440
2483.455577844,3424
2483.457109886,3424
2483.45864004,3456
2483.460176972,3440
2483.461708441,3440
2483.463238947,3456
2483.464774063,3440
2483.466299773,3424
2483.467822279,3424
2483.46935534,3440
2483.470886012,3440
2483.472419907,3424
2483.473954505,3424
2483.475490474,3424
2483.477022387,3440
2483.47856656,3440
2483.480111362,3440
2483.481675127,3440
2483.483327319,3440
2483.484882436,3424
2483.486506997,3424
2483.488063318,3424
2483.48960525,3424
2483.491095552,3440
2483.492629928,3424
2483.494154582,3440
2483.495706365,3440
2483.497240112,3440
2483.498765506,3456
2483.500321734,3424
2483.501853888,3440
2483.503376598,3408
2483.605261333,3424
2483.606867877,3440
2483.608416216,3424
2483.609956499,3424
2483.611531042,3456
2483.6130759,3440
2483.614608332,3440
2483.616171189,3440
2483.617724177,3440
2483.619273683,3456
2483.620808707,3440
2483.622340064,3440
2483.623871311,3440
2483.625527169,3440
2483.62707223,3424
2483.628607014,3440
2483.630140335,3440
2483.631672674,3424
2483.63320655,3440
2483.634740815,3440
2483.636292673,3424
2483.637825567,3424
2483.639362258,3424
2483.640896857,3440
2483.642428529,3424
2483.64395922,3440
2483.645490726,3424
2483.647021009,3424
2483.648552404,3424
2483.650083188,3440
2483.651614471,3440
2483.653154495,3408
2483.654687131,3440
2483.656220359,3424
2483.657750494,3440
2483.659275648,3424
2483.660919488,3408
2483.66245253,3440
2483.663982018,3424
2483.665518949,3440
2483.667050492,3440
2483.668581276,3424
2483.670113985,3440
2483.671645121,3424
2483.673179108,3440
2483.67472178,3440
2483.676257619,3424
2483.677796625,3424
2483.679332909,3440
2483.680871692,3424
2483.682412957,3440
2483.683971389,3456
2483.685510951,3424
2483.687098586,3424
2483.68864874,3440
2483.690180709,3440
2483.691714548,3440
2483.693240072,3424
2483.694772634,3424
2483.696287936,3424
2483.697835812,3440
2483.699373484,3424
2483.799660214,3440
2483.801269553,3424
2483.802830041,3440
2483.80437075,3424
2483.805951034,3424
