Time,AccX,AccY,AccZ,AngleX,AngleY,AngleZ
2483.093928407,-0.1313,-0.001,0.9971,-0.011,7.63,-156.962
2483.293928512,-0.1333,-0.001,1.0039,-0.011,7.63,-156.962
2483.493928655,-0.1343,-0.0005,1.0029,-0.011,7.63,-156.962
2483.693928779,-0.1338,-0.001,1.002,-0.016,7.625,-156.962
2483.893928865,-0.1353,-0.001,1.0024,-0.016,7.625,-156.967
2484.093928934,-0.1338,-0.002,1.0024,-0.022,7.625,-156.967
2484.293929076,-0.1333,-0.001,1.0024,-0.027,7.625,-156.967
2484.493929219,-0.1333,-0.001,1.0034,-0.033,7.619,-156.967
2484.693929305,-0.1333,-0.002,1.0034,-0.033,7.619,-156.967
2484.893929355,-0.1333,-0.001,1.0015,-0.038,7.619,-156.967
2485.093929442,-0.1328,-0.0015,1.001,-0.038,7.614,-156.967
2485.293929547,-0.1343,-0.001,1.0039,-0.044,7.614,-156.967
2485.493929634,-0.1304,0.001,1.0024,-0.016,7.603,-156.967
2485.693929758,-0.1328,-0.0005,1.002,-0.016,7.603,-156.967
2485.893929882,-0.1304,-0.0005,0.9961,-0.06,7.586,-156.967
2486.093930043,-0.1333,0.0,0.9956,-0.071,7.603,-156.962
2486.293930166,-0.1323,0.0,0.9985,-0.132,7.619,-156.984
2486.493930235,-0.1187,0.0068,1.0005,-0.126,7.619,-156.967
2486.693930377,-0.1338,-0.0088,1.0156,-0.099,7.603,-156.934
2486.893930408,-0.1343,-0.0034,1.0142,-0.049,7.581,-156.918
2487.093930439,-0.0952,0.041,0.9517,-0.005,7.575,-156.709
2487.293930563,-0.1094,0.1035,1.0938,6.454,7.784,-156.709
2487.49393078,-0.1118,0.2832,0.9502,15.425,7.366,-157.011
2487.693930866,-0.1294,0.3247,0.957,18.408,6.202,-156.632
2487.893930972,-0.0679,0.3755,0.9375,21.187,4.603,-156.44
2488.093931077,-0.0684,0.4009,0.9058,22.703,4.092,-156.896
2488.293931238,-0.0586,0.4194,0.876,23.5,4.087,-156.945
2488.493931343,-0.2031,0.2783,0.7832,17.402,9.646,-155.363
2488.69393143,-0.1851,0.0137,1.1284,1.236,9.613,-153.71
2488.893931554,-0.1519,-0.022,0.978,-0.489,6.713,-153.776
2489.093931733,-0.0835,-0.0469,1.0195,-2.521,4.482,-152.062
2489.293931875,-0.064,-0.1401,0.9663,-6.147,3.104,-149.266
2489.49393198,-0.0283,-0.147,1.0103,-8.448,2.966,-147.178
2489.693932049,-0.1084,-0.4175,0.8755,-23.835,6.108,-146.646
2489.893932154,-0.1392,-0.4653,0.8921,-27.065,6.96,-146.942
2490.093932296,-0.1465,-0.5171,0.8569,-32.465,8.3,-147.662
2490.293932346,-0.1665,-0.5903,0.814,-34.233,8.69,-147.404
2490.493932433,-0.1953,-0.6191,0.7646,-37.04,10.135,-147.7
2490.693932538,-0.209,-0.5791,0.7778,-35.046,11.179,-146.904
2490.893932625,-0.2334,-0.4756,0.8711,-27.521,11.574,-145.904
2491.093932748,-0.2021,-0.3813,0.9326,-22.593,10.838,-145.596
2491.293932835,-0.1748,-0.3247,0.9644,-17.963,8.97,-146.162
2491.493933033,-0.0317,-0.2256,0.9458,-14.282,2.148,-146.283
2491.693933157,0.1533,-0.0928,1.0234,-6.262,-9.036,-147.003
2491.893933317,0.3374,-0.105,0.9458,-6.608,-18.314,-146.7
2492.093933422,0.4375,-0.1079,0.897,-6.581,-25.005,-145.179
2492.293933435,0.498,-0.1011,0.8564,-6.817,-28.619,-143.679
2492.493933614,0.5459,-0.106,0.8398,-6.971,-31.19,-142.317
2492.693933627,0.5474,-0.1094,0.8379,-6.96,-31.569,-142.256
2492.893933732,0.459,-0.0664,0.8789,-5.092,-25.373,-144.344
2493.093933856,0.2925,-0.0352,0.9165,-2.587,-13.804,-146.387
2493.293933961,0.0625,-0.0039,1.0381,-1.077,-4.345,-147.426
2493.493934048,-0.0669,0.0117,1.0225,-0.198,2.988,-148.019
2493.693934134,-0.1587,0.0015,0.981,-0.676,9.201,-148.535
2493.893934221,-0.2529,0.0039,1.0039,-0.742,13.442,-149.507
2494.093934308,-0.3901,-0.0493,0.8979,-4.515,21.813,-150.513
2494.293934357,-0.4409,-0.0723,0.8857,-6.334,24.741,-151.716
2494.4939345,-0.4287,-0.1743,0.8599,-11.354,24.401,-154.435
2494.693934605,-0.3784,-0.3135,0.8857,-18.726,21.418,-155.588
2494.893934728,-0.3501,-0.4922,0.7979,-29.295,18.847,-155.056
2495.093934796,-0.2632,-0.4912,0.8691,-28.466,11.97,-152.88
2495.293934976,-0.0444,-0.4204,0.9165,-25.115,2.9,-147.107
2495.493935173,0.0156,-0.3975,0.9556,-22.264,-1.252,-143.168
2495.693935297,-0.1768,-0.3081,0.8975,-19.067,8.58,-141.075
2495.893935495,-0.207,-0.2148,0.9595,-13.661,12.112,-143.267
2496.093935618,-0.1626,-0.1084,0.937,-8.668,9.476,-145.64
2496.293935687,-0.124,-0.0518,0.9561,-4.955,6.729,-147.755
2496.493935755,-0.0918,-0.0195,0.9692,-1.533,4.834,-148.42
2496.693935823,-0.124,-0.0801,1.0,-4.675,6.806,-149.436
2496.893935983,-0.1318,-0.0884,1.0015,-5.372,7.317,-149.453
2497.093936052,-0.1328,-0.0869,0.999,-5.367,7.311,-149.376
2497.293936194,-0.1328,-0.0928,0.9985,-5.416,7.344,-149.332
2497.49393641,-0.1313,-0.0933,0.9971,-5.411,7.333,-149.31
2497.694641795,-0.1328,-0.0908,1.0005,-5.378,7.339,-149.266
2497.894641901,-0.1323,-0.0903,0.9961,-5.367,7.344,-149.216
2498.094642117,-0.1328,-0.0947,0.9961,-5.389,7.35,-149.139
2498.294642166,-0.1313,-0.0942,0.9985,-5.394,7.361,-149.084
2498.494642216,-0.1328,-0.0933,0.9951,-5.383,7.355,-149.024
2498.694642339,-0.1313,-0.0933,0.9966,-5.383,7.355,-149.002
2498.894642482,-0.1304,-0.0938,0.9961,-5.378,7.355,-148.936
2499.094642568,-0.1313,-0.0938,0.9976,-5.383,7.361,-148.92
2499.29464271,-0.1313,-0.0933,0.998,-5.378,7.361,-148.898
2499.494642797,-0.1309,-0.0942,0.9966,-5.383,7.366,-148.859
2499.694642976,-0.1313,-0.0947,0.998,-5.383,7.377,-148.843
