Time,Raw Value,Voltage
1103.495896543,0,0
1103.499788718,26432,3.304
1103.503151154,26448,3.306
1103.506476885,26432,3.306
1103.509835914,26448,3.304
1103.513004553,26432,3.304
1103.516140582,26448,3.306
1103.519402963,26432,3.306
1103.522526065,26448,3.306
1103.525649428,26448,3.306
1103.528768456,26448,3.306
1103.531887374,26448,3.304
1103.535030607,26448,3.306
1103.543289103,26432,3.306
1103.549331847,26448,3.304
1103.553218799,26448,3.304
1103.556650087,26448,3.302
1103.560093855,26432,3.302
1103.563228699,26400,3.304
1103.566462524,26448,3.3
1103.569591627,26416,3.302
1103.572701933,26400,3.302
1103.575815499,26416,3.304
1103.578908621,26416,3.304
1103.582028649,26416,3.304
1103.585156919,26432,3.304
1103.58829254,26432,3.304
1103.591381032,26416,3.306
1103.594493765,26416,3.3
1103.597589997,26400,3.304
1103.600769915,26432,3.304
1103.603964814,26448,3.304
1103.607059954,26432,3.306
1103.610146372,26432,3.304
1103.613247382,26448,3.306
1103.616328855,26448,3.306
1103.61941781,26432,3.306
1103.622513691,26448,3.306
1103.625599127,26448,3.304
1103.628690934,26432,3.306
1103.631778537,26448,3.304
1103.634871381,26432,3.304
1103.642329361,26448,3.306
1103.648274957,26432,3.304
1103.65217928,26448,3.3
1103.655272105,26416,3.302
1103.658367282,26448,3.302
1103.661456329,26432,3.3
1103.66454671,26416,3.304
1103.667638794,26400,3.302
1103.67072999,26416,3.3
1103.67382413,26448,3.304
1103.676906066,26416,3.3
1103.679997077,26432,3.304
1103.683206624,26432,3.304
1103.686304227,26448,3.302
1103.689402182,26432,3.306
1103.692492951,26432,3.302
1103.695582147,26416,3.3
1103.698689509,26432,3.304
1103.701878723,26448,3.304
1103.704972696,26448,3.306
1103.708075484,26448,3.304
1103.71116968,26432,3.306
1103.714258431,26448,3.304
1103.71734533,26448,3.304
1103.720555414,26448,3.304
1103.723643332,26432,3.306
1103.726727565,26432,3.306
1103.72982639,26448,3.306
1103.732930567,26448,3.306
1103.736025725,26448,3.306
1103.742202746,26416,3.306
1103.748205267,26432,3.306
1103.752167572,26432,3.302
1103.755267582,26416,3.3
1103.758365167,26448,3.302
1103.76146764,26432,3.302
1103.764675261,26448,3.302
1103.767745809,26416,3.3
1103.770843134,26432,3.302
1103.773917459,26432,3.304
1103.777013063,26416,3.302
1103.780114536,26432,3.304
1103.783214306,26432,3.302
1103.786301668,26432,3.304
1103.789422715,26400,3.304
1103.792521744,26400,3.302
1103.795611477,26416,3.3
1103.798812098,26432,3.306
1103.801933738,26448,3.306
1103.805020304,26432,3.306
1103.808103241,26448,3.306
1103.811188529,26448,3.306
1103.814267836,26448,3.306
1103.817358143,26432,3.306
1103.820456764,26448,3.304
1103.823543052,26448,3.306
1103.826646526,26448,3.306
1103.829736999,26448,3.304
1103.83283525,26432,3.306
1103.836033298,26448,3.304
1103.842202467,26448,3.306
1103.848294192,26448,3.306
1103.852196015,26432,3.306
1103.855294766,26416,3.302
1103.858385073,26432,3.302
1103.861477194,26416,3.3
1103.864571242,26432,3.302
1103.867675456,26400,3.302
1103.870762911,26384,3.302
1103.873861644,26432,3.304
1103.87694771,26416,3.3
1103.880157738,26416,3.304
1103.883244508,26432,3.302
1103.886321259,26416,3.304
1103.889413862,26416,3.304
1103.892501947,26416,3.304
1103.895582865,26448,3.3
1103.898679264,26432,3.304
1103.901836478,26448,3.304
1103.904969692,26432,3.304
1103.908096795,26432,3.304
1103.911220824,26432,3.306
1103.914628574,26432,3.304
1103.917740029,26448,3.304
1103.920862021,26432,3.304
1103.923998032,26432,3.306
1103.927124875,26448,3.306
1103.930235867,26448,3.304
1103.933329637,26432,3.304
1103.936424333,26432,3.304
1103.943212259,26432,3.304
1103.949324725,26432,3.304
1103.9531614,26432,3.302
1103.956275392,26432,3.304
1103.959495235,26448,3.302
1103.962597357,26432,3.304
1103.965692164,26416,3.302
1103.968798915,26400,3.302
1103.971907351,26416,3.304
1103.975014213,26432,3.304
1103.978141224,26432,3.306
1103.981286771,26416,3.304
1103.984423504,26416,3.3
1103.987565366,26416,3.302
1103.990684969,26432,3.304
1103.993798183,26432,3.3
1103.997036452,26416,3.302
1104.000162111,26448,3.306
